id,Amount,IP,CC_ASN,Timestamp,Card type,Card number
452,25743,254.227.91.207,,1461348654,china-unionpay,5602239469837070
453,34823,172.230.45.206,,1459884812,jcb,3529953353700740
454,81189,22.235.205.111,,1435791198,mastercard,5010126181640810
455,68601,109.246.226.132,,1315240963,mastercard,5191648331289460
456,8807,103.239.76.17,,1414140299,jcb,3564003108600950
457,37386,183.63.194.18,,1488459723,maestro,676194895550215000
458,34035,101.222.87.170,,1313618359,jcb,3556336450426120
459,86634,252.189.19.238,,1411532488,maestro,676114122194902000
460,14863,17.104.200.75,,1422694025,visa,4041377900634
461,9395,147.101.161.13,,1392469155,jcb,3578993899189530
462,64664,68.127.255.11,,1425594223,jcb,3574447217571990
463,76006,212.19.192.179,,1406863848,jcb,3578485720500700
464,44861,62.72.211.159,,1399626590,jcb,3532718524028890
465,77208,89.42.146.154,,1325859217,jcb,3586217755721560
466,23322,221.147.252.105,,1329836960,jcb,3549464921496850
467,27449,81.138.197.229,,1454339587,jcb,3561950782485250
468,13487,166.84.101.155,,1391704622,maestro,67636046698100500
469,19045,174.123.106.70,,1324398106,maestro,6761528961047750
470,11855,198.80.185.15,,1406762653,maestro,6762583950656170000
471,46708,95.116.171.207,,1476232127,switch,4905725428092100000
472,52981,77.235.155.45,,1393295706,laser,677145368133396000
473,35963,213.199.139.125,,1467257278,visa-electron,4026270417678760
474,67809,208.181.15.9,,1474793595,instapayment,6371154875492650
475,50982,236.213.245.50,,1345530162,bankcard,5602228362698320
476,10572,164.244.41.102,,1492465793,jcb,3575994827507080
477,60026,61.225.129.223,,1440612626,switch,490374169280506000
478,12383,255.103.180.149,,1370052352,maestro,50383000795747300
479,59270,47.62.204.73,,1305037783,bankcard,5602224799826660
480,34801,29.245.97.81,,1396315119,diners-club-enroute,201498601620712
481,10268,72.207.185.192,,1407792694,solo,6767936509204010
482,72924,118.146.233.221,,1447964027,bankcard,5610825976287560
483,7084,130.249.206.134,,1304935898,jcb,3535771313811260
484,54045,17.172.66.164,,1380642988,jcb,3548612978134590
485,14604,18.133.161.195,,1321582353,diners-club-international,36346068456917
486,42610,28.187.142.24,,1334887383,visa-electron,4844043900263050
487,22556,234.198.108.211,,1374875308,diners-club-international,36104739493680
488,52474,56.151.22.148,,1316631896,jcb,3586660500254610
489,13746,16.27.200.200,,1388134559,jcb,3571672669792240
490,89182,229.224.87.86,,1376685559,diners-club-enroute,201495543720816
491,76862,198.236.53.57,,1341823491,instapayment,6375311226353680
492,68957,190.96.47.233,,1335008073,laser,670616104224702000
493,78587,51.88.82.50,,1392037251,diners-club-carte-blanche,30317544476809
494,42201,250.151.209.213,,1297030052,jcb,3534588327373630
495,47592,9.136.178.101,,1483812947,laser,67713554891520300
496,84759,177.222.129.124,,1462362720,jcb,3531005872787120
497,33298,125.197.10.153,,1434491108,jcb,3549463007246790
498,76977,189.78.162.205,,1477070792,switch,633332117692703000
499,88875,146.140.226.120,,1361734205,china-unionpay,560224518275506000
500,86959,75.63.30.88,,1491417190,jcb,3554468975483260
501,47249,180.123.195.169,,1489045347,jcb,3541174514694260
502,89451,16.246.93.171,,1494148191,china-unionpay,5602228417515340
503,54317,101.112.222.25,,1490385737,diners-club-enroute,201529957184414
504,81156,72.237.143.139,,1365602620,visa,4017950922740
505,63848,100.51.32.112,,1411579050,jcb,3579175518807560
506,68432,186.172.60.98,,1334265562,americanexpress,374283351514468
507,6709,11.176.120.184,,1482531046,jcb,3579836086665330
508,30918,131.118.0.73,,1480648992,diners-club-carte-blanche,30531897361547
509,10629,157.119.44.146,,1365266856,americanexpress,374622717456817
510,76849,70.223.92.133,,1410205022,jcb,3571558230428140
511,42520,119.171.163.115,,1309180254,jcb,3536481222973890
512,10123,51.178.234.148,,1422349293,visa-electron,4913858870396120
513,59320,203.52.225.64,,1353837630,laser,67713304288565600
514,12661,163.190.204.86,,1380842786,diners-club-enroute,201603375935309
515,19396,164.17.231.209,,1341245000,jcb,3551295920219050
516,11660,136.118.221.204,,1407559796,diners-club-carte-blanche,30443401085119
517,6972,224.28.42.196,,1394588306,diners-club-enroute,201888398902440
518,57533,72.154.54.11,,1483852082,jcb,3558750070868050
519,40823,138.255.30.189,,1425427543,laser,6304304906954830000
520,38881,61.42.205.30,,1319942870,mastercard,5241022176398220
521,67867,177.251.183.198,,1450407377,switch,4911695825742210
522,28756,217.201.9.72,,1396926655,jcb,3529420118073370
523,59803,232.235.242.191,,1383399982,jcb,3560335051398100
524,43889,124.112.214.102,,1489213985,diners-club-enroute,201875264656093
525,33206,98.21.217.58,,1366789200,jcb,3545839375250070
526,52957,243.227.12.241,,1304923847,china-unionpay,5602214787928560000
527,60908,32.187.48.69,,1366399382,jcb,3538694899633060
528,74692,217.211.201.111,,1430113113,jcb,3582568513741590
529,10532,84.24.233.203,,1484631633,china-unionpay,56109389714645800
530,62863,114.0.70.229,,1480541237,china-unionpay,5602251107145200000
531,73256,72.214.246.64,,1329610283,jcb,3583535521482400
532,50448,72.110.66.223,,1374840947,jcb,3581064942287650
533,35300,71.147.225.170,,1400895899,jcb,3541080125406210
534,82766,209.219.103.117,,1331630439,diners-club-us-ca,5416382226153410
535,7220,172.169.144.1,,1445551827,laser,6706677868072100000
536,37535,218.110.179.224,,1334206330,americanexpress,378386853466164
537,62047,239.210.137.222,,1416467768,instapayment,6397029032509540
538,39641,210.60.50.65,,1317818943,maestro,58930917506437800
539,79115,195.230.169.3,,1324767276,jcb,3547465503636960
540,27899,62.7.248.89,,1403543028,jcb,3529755309966810
541,87316,130.12.112.48,,1350507658,mastercard,5274958946025550
542,50808,187.31.25.251,,1439257245,jcb,3587680728066980
543,10012,213.27.27.75,,1360379350,bankcard,5602226222090020
544,71187,143.31.100.8,,1303496077,jcb,3580670020180170
545,44303,134.70.168.195,,1421947078,visa-electron,4508673832538140
546,47803,31.169.57.156,,1372420862,diners-club-enroute,201870524454983
547,88958,98.9.70.214,,1344428685,instapayment,6381891436608350
548,65345,249.10.174.243,,1379397628,jcb,3567626170703850
549,6833,39.37.123.130,,1438368023,mastercard,5546789797301270
550,71739,4.62.83.225,,1376299642,diners-club-carte-blanche,30440872934627
551,56097,9.109.116.35,,1465749383,jcb,3569135534257150
552,39523,220.233.188.61,,1418611086,jcb,3589275368610190
553,56890,203.171.13.217,,1340151222,jcb,3583596869459380
554,25235,178.116.104.11,,1435151593,jcb,3529677390219560
555,44145,211.151.38.177,,1376039105,switch,633325904622903000
556,73396,89.112.36.159,,1371177663,americanexpress,373261756559669
557,7882,42.89.39.113,,1439107698,jcb,3529795658400010
558,42085,155.205.19.252,,1480079384,jcb,3563740072594510
559,26968,192.41.48.59,,1301983875,jcb,3532848737141680
560,20632,19.40.157.46,,1366239483,jcb,3589460956739670
561,31018,109.112.230.26,,1365838070,mastercard,5007667303399780
562,87759,196.220.32.93,,1337469560,diners-club-carte-blanche,30112590074305
563,24964,127.112.151.239,,1456273395,jcb,3588692419823480
564,14379,189.215.41.152,,1359266884,jcb,3558771574725270
565,18491,111.59.149.8,,1492615500,bankcard,5610998199494970
566,70501,187.199.112.44,,1340476796,jcb,3537664205716860
567,49557,164.49.171.71,,1390594878,maestro,676208957428932000
568,67604,98.42.213.152,,1456165595,switch,4936072195834900000
569,69684,177.9.184.85,,1300023570,mastercard,5100144017614020
570,46578,208.34.70.46,,1412386076,americanexpress,374283415249986
571,6626,240.18.236.171,,1460946415,jcb,3538366854087960
572,8454,189.247.99.87,,1438901310,jcb,3548053095362220
573,78870,30.73.118.83,,1468321420,diners-club-enroute,201683785472499
574,34505,245.150.34.36,,1455997656,bankcard,5602232918589430
575,55988,253.110.11.170,,1380828012,jcb,3531375042838990
576,79322,68.234.132.37,,1482410616,visa-electron,4175008599259030
577,46750,169.156.57.234,,1412178795,jcb,3557433572719220
578,58747,1.192.33.179,,1429589003,bankcard,5602241855331730
579,82673,55.198.75.50,,1392927296,visa-electron,4917648962656150
580,38562,20.154.76.81,,1427928555,americanexpress,374283353071285
581,31030,146.191.57.134,,1378178467,instapayment,6371970878284140
582,62376,238.55.123.252,,1435808000,mastercard,5007665622577880
583,10398,187.168.186.142,,1332575948,jcb,3562029849928990
584,38334,81.104.200.93,,1313795742,jcb,3541557502432210
585,37942,89.190.2.228,,1430353251,americanexpress,374622774674880
586,25038,114.36.95.88,,1422176337,jcb,3589760948757910
587,65827,153.170.166.13,,1380843724,maestro,5038188956999510
588,49437,34.95.156.80,,1452241997,jcb,3544428126452970
589,50686,88.202.112.140,,1373481176,mastercard,5002351507863040
590,85924,195.205.27.154,,1316250665,diners-club-carte-blanche,30523371685939
591,9518,24.184.21.192,,1349985022,china-unionpay,5610144897639730
592,31387,190.241.44.44,,1388143381,mastercard,5048371789181480
593,88813,114.188.167.146,,1414018226,diners-club-carte-blanche,30279724101831
594,44140,212.135.218.95,,1474577232,diners-club-carte-blanche,30124260373123
595,45991,66.32.242.100,,1361304012,jcb,3538372015259700
596,31896,231.48.242.43,,1417811154,jcb,3577896284338200
597,73072,216.134.94.163,,1492203426,china-unionpay,5602218232572440
598,51790,229.248.61.47,,1340803190,mastercard,5108750359053090
599,75632,41.248.175.184,,1295179846,visa-electron,4405630125356350
600,14902,179.167.101.20,,1337918731,jcb,3541856015184180
601,39942,179.151.145.93,,1488997421,switch,4936681738926570
602,10568,125.4.60.206,,1311582808,diners-club-enroute,201443850846865
603,10403,227.166.220.197,,1306771888,jcb,3552936729459200
604,23418,88.246.147.224,,1350199984,jcb,3573313608190070
605,65762,38.125.190.132,,1466795630,laser,6709880460190890000
606,20487,215.111.23.181,,1402860789,jcb,3570952626296490
607,37370,118.92.242.175,,1311634966,diners-club-carte-blanche,30138432146969
608,72284,156.87.145.207,,1411043854,jcb,3528460404990010
609,83014,24.137.235.83,,1352544126,maestro,6049792742321850
610,80810,120.152.46.170,,1458217565,jcb,3562455403015100
611,55792,88.7.71.12,,1348727643,jcb,3552716290823970
612,77804,161.247.67.119,,1330509614,maestro,6304928067075580
613,8770,101.146.121.255,,1424342933,maestro,67629779338062400
614,46500,138.78.136.217,,1416060516,jcb,3558483585759350
615,35166,108.21.237.145,,1396559342,jcb,3535168445850040
616,87906,207.182.127.150,,1399144369,visa-electron,4917747609123040
617,51794,203.219.121.109,,1308502303,jcb,3542605427804140
618,41744,44.148.109.77,,1350171775,visa-electron,4844496424559090
619,42140,196.112.23.133,,1298978604,mastercard,5010127992386420
620,6188,249.12.177.30,,1434385741,switch,4903972745822960000
621,34254,146.107.212.25,,1330206554,maestro,6763287915832000000
622,79978,56.125.226.151,,1491427727,mastercard,5100135360665500
623,36149,194.79.19.182,,1323095634,bankcard,5610685285268760
624,38159,126.253.141.243,,1388584208,jcb,3555214036490740
625,33867,20.182.180.112,,1412966696,diners-club-enroute,201433358486728
626,9797,44.81.60.116,,1473398486,switch,633325736519759000
627,39277,108.98.98.67,,1394606465,maestro,5018033726394580
628,26370,107.78.206.168,,1483026133,jcb,3581131049713810
629,67706,195.121.147.215,,1365682435,jcb,3542045875176140
630,77890,3.1.236.75,,1348650117,visa,4041591627252
631,52082,103.187.20.55,,1322441460,switch,4936976769688080000
632,29792,224.196.8.79,,1446109434,maestro,502041247678114000
633,77929,150.28.168.138,,1322334889,maestro,501858384952540000
634,73442,240.85.137.181,,1307208074,diners-club-carte-blanche,30566834138160
635,19762,56.135.105.5,,1320807898,switch,4903816445399580
636,69203,213.116.212.81,,1353145499,switch,6331103359463680
637,42696,103.50.89.139,,1322903556,jcb,3583715336283130
638,72016,178.204.72.95,,1455664571,jcb,3570530691790210
639,15966,249.100.20.11,,1378848268,visa-electron,4175008101900230
640,49825,198.102.89.57,,1419467445,bankcard,5602221824054530
641,32626,82.86.244.214,,1374244824,jcb,3548605874114180
642,6820,245.144.95.80,,1469511015,jcb,3566278735799230
643,47021,138.43.162.30,,1379575841,jcb,3568449404820010
644,82901,255.10.119.63,,1304475509,mastercard,5100139853321800
645,74441,214.144.35.104,,1491135042,china-unionpay,560222732897624000
646,85648,93.244.136.186,,1473562542,jcb,3585566511555780
647,71157,68.6.207.150,,1372950767,jcb,3566527651786010
648,21759,121.21.230.249,,1341915049,mastercard,5410955305310250
649,75653,238.13.46.132,,1479647002,jcb,3580188826662580
650,62817,164.156.227.206,,1385979719,switch,4936490886221960000
651,25062,101.9.167.30,,1430298886,jcb,3562551136769180
652,64494,165.154.111.221,,1472330219,solo,6767716999293340
653,28025,10.46.21.154,,1470331436,jcb,3544689056922520
654,23728,41.151.8.77,,1425071211,jcb,3580237056094900
655,40536,200.47.255.164,,1363077234,jcb,3530896631458780
656,61094,217.57.209.139,,1364249571,switch,5641821351793040000
657,20247,69.191.84.91,,1359256668,jcb,3548974990679740
658,65305,95.163.204.180,,1472876562,diners-club-carte-blanche,30529721585224
659,21126,56.84.129.102,,1410413390,jcb,3584806641996800
660,18230,181.23.181.68,,1354673762,maestro,5018283668697130
661,66664,3.176.37.72,,1480382938,jcb,3531897138191490
662,72284,241.25.198.99,,1432732579,visa-electron,4026966674971100
663,31789,246.74.39.224,,1467239392,jcb,3529102651542690
664,46608,18.228.60.69,,1367945651,switch,6759726293078000000
665,77930,5.212.105.223,,1458205840,jcb,3587860702551450
666,41153,233.32.250.114,,1300938639,china-unionpay,560224606696563000
667,20277,138.78.150.139,,1409799494,maestro,604470879499057000
668,34457,158.154.1.109,,1355868209,jcb,3561032619350960
669,20716,228.193.25.149,,1303191584,jcb,3573800069322720
670,50301,147.164.152.74,,1462774051,jcb,3553369537910600
671,30331,79.88.146.104,,1400338003,mastercard,5494586925825690
672,44873,202.239.128.48,,1365226795,jcb,3583919145797900
673,42297,191.255.68.98,,1346218216,mastercard,5394098115172090
674,33046,59.152.78.255,,1392546158,jcb,3561015510619110
675,89784,155.74.163.64,,1410441911,laser,63043469572998200
676,46326,112.86.140.133,,1434105737,diners-club-us-ca,5420009392140930
677,24288,14.148.20.139,,1330630185,jcb,3556426818174310
678,87847,233.18.244.113,,1441917960,jcb,3567092580180070
679,87526,82.114.22.166,,1311748272,jcb,3578491976258640
680,49932,144.7.128.151,,1454749857,diners-club-carte-blanche,30432242164845
681,85991,60.180.141.163,,1379226990,mastercard,5514152169373280
682,8353,115.148.239.59,,1348650603,jcb,3585448858805020
683,27109,69.17.12.213,,1464119131,americanexpress,374283545230070
684,79344,214.155.84.248,,1322628061,solo,6767591320468470
685,63439,251.149.22.69,,1305027876,visa-electron,4026153902676090
686,46382,201.117.176.61,,1392292911,switch,6759542721558020
687,71152,251.18.161.240,,1466156178,jcb,3534585355802650
688,5495,92.27.127.16,,1391146619,solo,6767494290154360000
689,87206,21.89.105.153,,1459968752,maestro,676304651904228000
690,76127,60.219.19.186,,1438165972,jcb,3568624857471280
691,67155,1.78.29.209,,1386635637,jcb,3557503758671830
692,22736,218.143.119.84,,1336115786,jcb,3579503331021070
693,76410,171.39.232.73,,1486107789,jcb,3533381972685740
694,12804,242.41.125.72,,1351673319,bankcard,5602222781355810
695,30967,50.177.233.192,,1406144304,diners-club-enroute,201589124435842
696,73691,72.23.5.5,,1397300571,switch,4905453537091760
697,38334,3.4.90.76,,1343957922,jcb,3542629775333040
698,59076,218.142.13.193,,1370193682,jcb,3532851331980540
699,23606,49.184.158.203,,1419768846,americanexpress,374288881347503
700,30005,198.200.239.91,,1367510491,maestro,58936191133316900
701,61525,31.31.16.113,,1428066642,bankcard,5602215410696130
702,12130,151.190.161.221,,1380014062,jcb,3558258687768320
703,32846,138.164.78.30,,1411197514,jcb,3580938009799720
704,12814,212.174.85.72,,1351031204,diners-club-carte-blanche,30386859208859
705,47166,21.79.93.178,,1490773310,jcb,3558476238716800
706,87955,223.192.3.24,,1322573038,china-unionpay,5610626177707660
707,13916,184.140.211.215,,1384305829,jcb,3565695950861120
708,50539,227.103.2.162,,1458865794,diners-club-us-ca,5558744765707620
709,64686,6.15.116.180,,1322884373,mastercard,5582804482914190
710,79003,181.241.168.35,,1312101415,jcb,3534090704796070
711,76439,221.84.200.64,,1361942431,jcb,3570285662468530
712,72116,86.203.207.143,,1468974494,laser,6771444500296270
713,49025,18.202.73.172,,1411257496,switch,490539828256783000
714,23925,217.248.136.88,,1400682518,bankcard,5602250263327250
715,53409,252.255.40.55,,1428353745,jcb,3547573797035610
716,29997,229.245.137.128,,1340957567,maestro,67594057415671300
717,9559,164.93.3.93,,1309617977,jcb,3568597146479770
718,77438,1.58.112.22,,1311040303,bankcard,5602253035030260
719,56127,226.235.129.84,,1371575916,switch,4903211569140860000
720,53848,252.138.208.142,,1403946713,visa,4017956626393750
721,23914,0.209.100.213,,1417351094,mastercard,5249991423106830
722,15461,105.43.100.89,,1468109391,jcb,3531879046583760
723,31438,59.248.127.119,,1475094336,diners-club-enroute,201575983311539
724,71619,164.37.18.159,,1326885762,switch,6759655705900730000
725,29906,78.63.73.80,,1373839125,mastercard,5550114836852850
726,48535,151.52.103.162,,1307778915,diners-club-enroute,201985151247938
727,46531,187.225.179.77,,1425664588,laser,6709406793699550
728,44650,95.182.15.151,,1319630622,jcb,3561124137092220
729,51230,204.62.4.211,,1342948493,visa-electron,4026724980428970
730,75728,59.207.130.36,,1459127962,jcb,3566270909342140
731,72154,100.26.29.240,,1361482734,jcb,3579970024197010
732,18746,121.46.77.40,,1330794715,bankcard,5602228183546160
733,61505,160.109.247.35,,1399427048,visa,4438431145117
734,19992,5.28.216.83,,1337871142,china-unionpay,5610905802230060
735,43707,52.1.50.187,,1429307901,diners-club-carte-blanche,30479813193257
736,21947,39.45.67.17,,1352342003,jcb,3562835239411400
737,86384,77.176.20.132,,1372186451,laser,6706649800264760000
738,57162,193.221.231.218,,1301945663,visa-electron,4026746900285220
739,80055,54.246.47.85,,1360645027,jcb,3557294126563580
740,79589,133.106.231.124,,1375576293,jcb,3554928011493070
741,11948,130.110.248.129,,1375333945,bankcard,5602259824414960
742,43666,231.59.52.178,,1383565911,diners-club-carte-blanche,30277920946181
743,59891,165.69.189.202,,1336391436,maestro,5020265773901730000
744,37607,181.85.125.250,,1478641533,visa-electron,4917577569481600
745,86010,40.172.232.218,,1407620173,jcb,3541459040759860
746,77334,44.75.0.3,,1430472020,maestro,675929618161648000
747,7763,37.57.160.242,,1366351539,bankcard,5602237658519970
748,17221,90.172.62.248,,1310801948,china-unionpay,5610852770436800000
749,87879,117.126.100.41,,1301081412,jcb,3580185050953490
750,31647,102.220.56.54,,1464425663,diners-club-enroute,201609541562802
751,43509,226.38.16.96,,1476039455,visa-electron,4175006104172230
752,10875,71.77.194.29,,1422112373,switch,491164594846499000
753,72747,103.211.4.136,,1465692614,visa,4017958421283770
754,35962,135.81.167.208,,1389193742,mastercard,5100176471427280
755,26813,50.247.224.42,,1348020629,maestro,6759113712667500
756,44735,128.86.42.172,,1348899574,instapayment,6371180948561730
757,20966,237.111.186.82,,1366308372,jcb,3570211341787530
758,42415,88.188.54.177,,1351458018,jcb,3545339114598560
759,64119,119.98.158.57,,1338357923,jcb,3568397455242330
760,74410,249.111.79.248,,1492263120,jcb,3564743838793410
761,71185,74.156.149.21,,1313396831,mastercard,5007665746821830
762,16106,183.240.105.77,,1487131154,diners-club-us-ca,5418612080820440
763,17220,92.26.62.247,,1356675117,maestro,5020516891253280000
764,32738,212.109.206.114,,1444434673,diners-club-us-ca,5582882994827130
765,84341,93.123.132.200,,1429818170,switch,490510636726113000
766,36593,56.195.7.187,,1426155457,bankcard,5602218744210650
767,33979,197.124.103.198,,1378106424,mastercard,5048371743288870
768,60944,194.229.27.41,,1442534602,maestro,589356548044565000
769,83755,216.219.68.128,,1418301940,bankcard,5602224801035840
770,60010,226.239.225.52,,1366042460,visa,4113459672373330
771,23436,53.183.232.250,,1409517565,jcb,3567207386417640
772,87199,170.65.211.99,,1378267253,mastercard,5002353968441040
773,65314,92.251.45.214,,1296180142,diners-club-enroute,201755362674877
774,27754,212.108.171.131,,1432763465,jcb,3559859495476450
775,41992,224.233.157.77,,1339203700,jcb,3539838611785030
776,74394,44.209.53.102,,1433138129,china-unionpay,560223127860768000
777,74599,52.72.200.178,,1426759901,jcb,3575718767693170
778,10355,220.100.148.1,,1296177047,maestro,6762467460109580000
779,31409,137.118.233.132,,1443157181,jcb,3554034704425910
780,41511,150.15.96.208,,1342266996,jcb,3537489824749860
781,45689,73.234.64.177,,1337780995,jcb,3588810665123350
782,29288,249.211.75.138,,1337469537,bankcard,5602250018474640
783,17291,144.3.65.143,,1494625126,diners-club-carte-blanche,30077934748205
784,67355,92.164.12.76,,1396597543,jcb,3580656095977670
785,63224,129.56.234.75,,1432412433,jcb,3568272996904030
786,70889,7.170.27.80,,1469831623,maestro,67637353154625200
787,23529,116.90.231.188,,1357102712,jcb,3578855784230940
788,19388,150.202.186.199,,1375671160,bankcard,5610829834921440
789,63329,154.17.107.106,,1353875811,maestro,60485798976588800
790,44301,135.235.72.225,,1440960289,maestro,604169660725402
791,62660,248.192.53.56,,1353982987,jcb,3552496459352460
792,88259,74.83.89.76,,1436674183,jcb,3542400498047140
793,41342,157.156.178.187,,1418492804,maestro,6763876803570640
794,56650,193.74.22.197,,1422233460,jcb,3574581321992840
795,64873,224.66.37.70,,1412942169,diners-club-carte-blanche,30292946324016
796,78330,0.204.101.57,,1351944519,jcb,3546206313652610
797,67254,94.221.29.251,,1451935151,instapayment,6397272372769130
798,61809,13.115.32.61,,1425716685,laser,630470749770780000
799,48641,155.163.12.206,,1351982468,diners-club-enroute,201917582143808
800,80369,233.202.174.216,,1322309031,jcb,3570973547875810
801,51767,12.97.138.40,,1484600221,americanexpress,374283646176008
802,38587,45.200.157.115,,1324163732,jcb,3543626154949810
803,34965,51.157.197.219,,1324541196,visa-electron,4175005339740870
804,56881,100.224.250.157,,1439076170,diners-club-enroute,201769667161498
805,24979,195.100.71.211,,1414607941,maestro,60499648889884700
806,33531,235.221.25.98,,1307557981,maestro,503862769296085000
807,88788,84.144.89.102,,1302202483,jcb,3546076067363390
808,74490,68.195.43.130,,1313488240,bankcard,5602224686664410
809,57661,156.185.125.164,,1387491132,jcb,3587570858696790
810,89233,236.209.140.27,,1461195343,jcb,3572196638454610
811,6755,32.236.221.15,,1418974651,jcb,3572210429219720
812,23884,4.94.132.185,,1462140322,diners-club-enroute,201531869947599
813,63650,8.102.175.117,,1488776386,diners-club-enroute,201992838376452
814,84467,168.9.138.230,,1349755851,diners-club-carte-blanche,30598347071398
815,71702,124.165.238.169,,1413955385,jcb,3559269834319690
816,25213,172.216.12.13,,1429541581,americanexpress,372301756456515
817,19414,128.188.1.110,,1417953080,jcb,3558502857618040
818,56747,1.40.197.245,,1456609228,visa-electron,4844132519628980
819,61532,34.73.0.19,,1422001244,diners-club-us-ca,5412376208889050
820,18496,103.102.170.121,,1414132855,mastercard,5100146675969670
821,45432,87.200.177.61,,1475270044,jcb,3557454281752490
822,28817,10.58.99.23,,1439585242,instapayment,6393852216571920
823,8674,166.240.94.167,,1397492300,diners-club-international,36937552574908
824,12472,20.57.245.27,,1360711952,jcb,3549745225636460
825,44297,100.8.210.62,,1411650134,visa-electron,4917939405794270
826,20940,23.213.5.21,,1310312102,maestro,6304960509434470000
827,32189,140.243.240.48,,1473701234,mastercard,5100137866793610
828,82667,151.33.149.21,,1295987945,jcb,3556615030087670
829,63882,251.170.227.91,,1319063630,americanexpress,372301258192238
830,57258,48.23.38.176,,1385656007,china-unionpay,560225080952800000
831,6277,58.29.6.53,,1326272076,jcb,3545466221083070
832,40134,10.97.213.198,,1420922753,bankcard,5610552537728810
833,71431,37.169.138.222,,1429526636,jcb,3557829500946430
834,17988,41.41.35.63,,1464230447,jcb,3547611765171840
835,69387,215.39.121.49,,1440875001,mastercard,5108752707856860
836,88088,74.58.70.254,,1378451983,visa-electron,4508442210355230
837,22172,242.61.104.55,,1452548042,jcb,3561831041427110
838,31539,89.241.212.224,,1325588646,jcb,3586522714632310
839,77072,225.102.31.161,,1346498118,visa-electron,4175002684825220
840,54773,55.231.246.252,,1302057912,maestro,67638863588060200
841,21612,164.112.165.3,,1478747790,mastercard,5100172043723300
842,15261,82.25.95.140,,1432374377,visa,4041378009797360
843,33450,80.13.191.26,,1486250809,mastercard,5007662031911250
844,82392,204.111.110.212,,1343959616,laser,6304218511051090
845,72179,253.239.185.43,,1354126100,mastercard,5100147591232030
846,70574,183.186.88.154,,1371137655,mastercard,5378105641902130
847,24997,160.79.208.56,,1446960637,maestro,676305595995790000
848,79606,28.126.94.203,,1313223265,jcb,3569455105130010
849,63005,4.197.199.136,,1335114121,switch,6759270690735580
850,43883,1.116.124.14,,1400107064,switch,6333338111562580000
851,36556,229.183.106.28,,1313041782,jcb,3587820608149850
852,6051,173.134.223.24,,1370511752,jcb,3573375513512630
853,76911,131.60.113.98,,1395896681,maestro,5018327716344470000
854,26359,151.186.77.89,,1377982917,laser,6706786891811150000
855,73435,28.83.196.11,,1380836453,jcb,3563069960975680
856,68776,141.106.94.232,,1465910356,laser,63047868141262800
857,57570,146.238.219.99,,1453614000,visa-electron,4913933485455040
858,66027,111.114.24.96,,1370849583,visa,4041379102341290
859,33290,242.93.94.177,,1478985705,mastercard,5364994004888350
860,49000,228.87.183.194,,1359418769,visa-electron,4508581376954690
861,9306,103.7.62.93,,1416343714,maestro,6763777709654480
862,82831,190.93.180.241,,1387414174,jcb,3538384782718810
863,12521,108.79.26.122,,1438102513,diners-club-carte-blanche,30352518424964
864,78736,137.160.14.169,,1424817968,jcb,3588941717311180
865,70342,249.133.102.169,,1319613834,diners-club-enroute,201514343576556
866,21364,11.173.145.250,,1482422035,americanexpress,374283202075172
867,15926,199.15.109.62,,1381969219,jcb,3562625994491630
868,25905,1.23.248.0,,1392901384,mastercard,5108757342125440
869,7551,87.185.115.102,,1341943705,diners-club-enroute,201920759529627
870,8085,36.223.177.175,,1313321808,switch,6333687158495440000
871,51500,17.128.82.152,,1472961615,jcb,3557613323024760
872,5668,107.188.80.63,,1467301441,mastercard,5276328457868060
873,6595,198.139.216.216,,1391341414,jcb,3589036151637040
874,76153,245.88.223.53,,1396856134,jcb,3544423926416740
875,52461,197.236.234.207,,1325780676,solo,6334476183937410
876,14762,29.188.21.248,,1429976233,maestro,58938668979509900
877,73738,244.57.21.53,,1357024242,visa,4041596598995
878,18504,115.128.101.126,,1439069307,diners-club-carte-blanche,30101963961164
879,72190,205.139.112.159,,1445780027,americanexpress,374622755524609
880,29095,84.95.212.165,,1452562962,maestro,6762393585825400000
881,33462,37.42.188.135,,1464825399,visa,4777309378601
882,79950,248.253.97.147,,1441551530,maestro,676343930052119000
883,49268,169.124.239.98,,1394237261,jcb,3529847614876450
884,45531,216.130.57.101,,1440435765,jcb,3563895997097940
885,83925,172.17.91.239,,1437735743,jcb,3582240096273330
886,54548,134.145.114.213,,1343983514,jcb,3581638059709040
887,67999,29.207.172.171,,1484301700,diners-club-carte-blanche,30030347298409
888,5254,56.145.228.79,,1375572079,jcb,3561845002474420
889,46526,165.34.40.162,,1321491084,mastercard,5108752137151070
890,29680,138.249.91.201,,1453817394,visa-electron,4913130539057860
891,79574,155.119.205.157,,1436142558,mastercard,5100146196896160
892,43601,67.229.40.187,,1447919699,jcb,3541793763407240
893,82680,82.99.12.240,,1457847638,jcb,3539673594687170
894,86236,113.13.109.135,,1416802695,americanexpress,372301260252780
895,61928,155.3.173.157,,1363944241,maestro,5020110386103560
896,68872,66.36.21.87,,1486790808,laser,6706440790126480
897,33294,57.122.48.193,,1440758934,jcb,3572994307194520
898,48183,179.143.117.100,,1372794979,jcb,3556547188343730
899,69024,254.178.238.208,,1492008458,laser,67713576698314100
900,58009,25.164.227.60,,1368906855,china-unionpay,561071070674760000
901,87952,61.17.95.125,,1433528713,jcb,3575269444646680
902,15256,104.66.70.102,,1451107816,jcb,3530166061126140
